나바, 188, 72
자카, 169, 81
바나, 145, 57
나가, 150, 71
자하, 186, 61
바파, 181, 46
다차, 185, 53
파라, 196, 90
바파, 141, 51
가차, 157, 61
카하, 159, 44
자가, 199, 86
차바, 177, 81
자마, 184, 53
카바, 187, 90
자타, 184, 40
나타, 175, 82
바타, 162, 41
카라, 150, 66
라가, 180, 52
파타, 166, 60
자아, 196, 42
나바, 161, 93
타하, 181, 47
카사, 159, 94
차자, 162, 73
마라, 193, 95
자바, 142, 62
라가, 181, 64
마라, 152, 50
다하, 144, 92
가하, 184, 89
하라, 150, 62
카하, 167, 46
타마, 187, 67
바자, 156, 75
하카, 163, 59
라바, 198, 40
자하, 173, 43
자나, 164, 52
나타, 145, 79
바자, 147, 98
사타, 158, 93
카가, 182, 74
파라, 184, 67
타카, 157, 52
자자, 198, 48
하라, 154, 43
아자, 193, 64
라나, 144, 67
차아, 159, 44
가마, 143, 42
라하, 165, 94
하파, 193, 51
자자, 196, 68
라아, 147, 98
바카, 143, 92
카사, 162, 88
타라, 165, 84
타차, 180, 76
마자, 150, 40
라가, 198, 73
라다, 176, 93
바아, 180, 99
가마, 142, 97
다차, 173, 72
파파, 196, 51
바나, 188, 42
나사, 141, 78
나나, 188, 51
차바, 184, 92
가파, 149, 83
카파, 173, 77
자라, 183, 88
바마, 154, 49
바카, 182, 77
바차, 157, 92
하아, 158, 84
라라, 153, 81
자가, 147, 87
하라, 189, 71
사타, 187, 72
마바, 171, 47
차나, 151, 93
카자, 171, 47
카파, 163, 59
라차, 153, 50
타차, 143, 91
다차, 172, 44
자가, 199, 71
카하, 188, 52
나차, 188, 49
사차, 163, 41
파타, 154, 81
자아, 180, 45
가자, 187, 65
나가, 198, 48
마파, 157, 97
바차, 194, 54
아차, 186, 56
가하, 185, 48
타파, 178, 47
바다, 197, 94
타타, 149, 83
사바, 188, 73
차파, 163, 50
다차, 152, 87
가가, 198, 60
마카, 161, 77
카바, 171, 98
바마, 193, 45
마사, 165, 57
자카, 151, 78
자다, 168, 58
차사, 166, 60
자라, 198, 64
파타, 154, 72
파사, 167, 70
바카, 182, 91
가카, 153, 93
타바, 174, 80
바다, 163, 93
카다, 165, 68
자아, 191, 60
하가, 187, 80
마파, 191, 88
마파, 148, 51
차타, 176, 84
사타, 161, 49
마카, 144, 44
하타, 196, 48
가사, 166, 45
가다, 188, 95
나자, 199, 74
바바, 178, 70
타자, 158, 66
라차, 150, 50
바마, 175, 66
카다, 183, 58
다타, 144, 64
다파, 152, 95
가바, 140, 86
가타, 185, 43
마자, 175, 68
차아, 161, 88
바카, 144, 86
카바, 182, 69
마마, 164, 66
자타, 161, 99
하가, 159, 62
라마, 180, 69
파타, 143, 73
가바, 148, 41
카파, 155, 53
하하, 162, 46
차아, 191, 87
마다, 184, 63
카아, 141, 52
차바, 140, 89
나하, 149, 50
아바, 198, 93
사카, 166, 40
파타, 197, 66
사나, 151, 68
마다, 190, 88
자라, 163, 67
나카, 169, 80
다파, 151, 59
나바, 163, 96
다가, 146, 67
카다, 199, 76
카가, 142, 94
다나, 153, 47
바아, 149, 82
바자, 173, 73
타파, 155, 60
파바, 186, 54
아라, 189, 69
하다, 163, 60
카자, 182, 70
파하, 185, 86
타사, 157, 85
라타, 170, 91
다나, 177, 61
사파, 180, 49
바자, 149, 44
타가, 166, 96
마다, 174, 98
바다, 177, 89
파나, 185, 63
자자, 193, 86
가하, 156, 95
바타, 181, 64
아나, 182, 63
자다, 194, 87
다하, 197, 96
다차, 180, 90
가하, 179, 99
마아, 172, 79
다나, 149, 75
사나, 197, 84
자라, 143, 66
가파, 195, 63
타아, 182, 82
바나, 185, 85
아바, 186, 90
라가, 166, 72
자파, 193, 40
라하, 193, 55
다라, 189, 91
바가, 146, 82
차차, 174, 51
카다, 179, 79
라카, 191, 91
사카, 151, 59
마카, 145, 51
바파, 198, 91
다나, 145, 49
하파, 186, 44
타마, 166, 96
마타, 172, 50
라파, 194, 83
바타, 143, 50
차마, 182, 61
가카, 195, 96
하아, 195, 97
바나, 166, 95
차라, 181, 73
타하, 194, 50
사다, 157, 89
타라, 171, 54
차다, 172, 73
가라, 178, 98
자가, 191, 63
파가, 172, 47
타나, 184, 53
라파, 183, 43
하차, 187, 71
다마, 143, 86
아마, 179, 87
파다, 167, 46
자사, 193, 88
파아, 167, 93
다라, 184, 86
하타, 181, 71
자하, 162, 92
파라, 146, 79
자나, 192, 46
가차, 178, 42
나자, 173, 56
자아, 148, 73
다카, 163, 81
자마, 167, 54
바바, 178, 54
마마, 185, 68
나타, 157, 80
카카, 180, 45
카아, 172, 70
아나, 156, 64
하차, 187, 42
바가, 167, 40
마카, 161, 40
아라, 186, 93
나가, 170, 45
가라, 177, 57
하파, 152, 95
하가, 171, 98
바자, 166, 49
타파, 145, 72
라사, 140, 64
가파, 196, 97
파아, 144, 42
자자, 188, 95
하하, 145, 51
카가, 163, 52
사차, 197, 46
타가, 163, 95
자자, 190, 72
자가, 145, 80
타바, 144, 98
아바, 175, 99
라자, 187, 64
차라, 146, 58
나파, 148, 80
파차, 147, 45
파라, 182, 64
자바, 177, 45
바다, 154, 51
차카, 149, 81
바다, 194, 81
아카, 158, 83
하마, 190, 83
자마, 159, 93
아라, 172, 98
가하, 153, 66
아하, 151, 83
나사, 156, 84
차마, 140, 49
카카, 177, 55
아나, 155, 90
다타, 147, 75
가카, 142, 60
라하, 191, 85
라아, 156, 53
파라, 199, 55
가파, 156, 44
다파, 157, 95
파타, 160, 92
파하, 194, 64
나다, 179, 87
사다, 147, 54
아자, 173, 74
파타, 177, 45
하다, 171, 98
다파, 176, 92
라파, 157, 73
마다, 142, 40
타타, 153, 85
자다, 178, 44
나하, 181, 97
카다, 171, 54
파파, 151, 70
나타, 190, 99
아카, 160, 51
아자, 155, 60
라타, 185, 47
나사, 175, 92
바나, 147, 90
사라, 195, 58
하사, 141, 77
파다, 189, 70
사나, 182, 59
자타, 186, 93
가하, 176, 47
마마, 197, 84
바마, 164, 77
나타, 172, 68
라차, 147, 45
파라, 164, 90
마타, 156, 58
아타, 181, 96
차가, 178, 77
다타, 147, 59
파나, 181, 73
하나, 189, 55
다파, 179, 61
파아, 177, 64
사마, 179, 53
다사, 149, 44
파다, 168, 90
다사, 143, 80
다라, 144, 90
마가, 171, 78
가마, 143, 61
사가, 163, 99
하라, 145, 92
아마, 149, 87
타카, 183, 47
다타, 189, 55
아바, 188, 93
차카, 148, 96
타사, 157, 93
하타, 178, 70
차사, 164, 68
타다, 157, 57
하타, 165, 78
차자, 143, 71
마파, 195, 47
차타, 189, 58
라타, 171, 70
나다, 141, 40
다타, 169, 62
나바, 174, 76
타라, 149, 78
가차, 179, 45
가아, 183, 45
가타, 165, 46
하차, 146, 72
가바, 177, 48
마하, 190, 98
파파, 166, 95
가하, 156, 72
나타, 169, 46
마타, 148, 62
자사, 187, 92
가다, 146, 52
사하, 176, 45
아바, 153, 61
마마, 155, 90
나파, 193, 65
아가, 177, 81
하가, 150, 49
라카, 183, 41
파타, 167, 80
사사, 195, 50
자나, 174, 45
바바, 165, 77
바자, 165, 94
마하, 146, 95
사카, 177, 77
타사, 184, 95
아파, 178, 68
하다, 159, 81
마자, 159, 96
타타, 174, 77
바하, 162, 98
타가, 147, 84
사나, 159, 56
나아, 170, 67
하자, 172, 66
마차, 167, 77
아사, 160, 65
가파, 157, 83
